customer_id,first_name,last_name,email,phone,gender,birth_date,registration_date,loyalty_points,age,age_group,customer_tenure_days,customer_tenure_months,customer_tenure_years,registration_year,registration_quarter,registration_month,registration_weekday,registered_on_weekend,loyalty_segment,loyalty_tier,is_senior,is_young_customer,is_adult,is_long_term_customer,is_new_customer,loyalty_points_per_year,email_domain
127,Riya,Joshi,riya.joshi127@gmail.com,9391672356,Male,2003-09-07,2025-12-05,155,22,18-25,27,0.9,0.07,2025,4,December,Friday,0,Medium,2,0,1,0,0,1,1937.5,gmail.com
128,Aarav,Shah,aarav.shah128@gmail.com,9323600297,Male,1973-02-17,2022-12-17,1103,52,46-60,1111,37.0,3.04,2022,4,December,Saturday,1,VIP,4,0,0,0,0,0,361.64,gmail.com
129,Aditya,Modi,aditya.modi129@gmail.com,9904679373,Male,1985-05-26,2022-07-06,4055,40,36-45,1275,42.5,3.49,2022,3,July,Wednesday,0,VIP,4,0,0,1,0,0,1158.57,gmail.com
130,Krishna,Mehta,krishna.mehta130@gmail.com,9732461862,Male,1975-01-20,2021-03-29,3999,50,46-60,1739,58.0,4.76,2021,1,March,Monday,0,VIP,4,0,0,0,0,0,838.36,gmail.com
131,Neha,Gupta,neha.gupta131@gmail.com,9887931479,Male,1975-11-01,2021-02-11,2313,50,46-60,1785,59.5,4.89,2021,1,February,Thursday,0,VIP,4,0,0,0,0,0,472.04,gmail.com
132,Arjun,Bhatt,arjun.bhatt132@gmail.com,9934903547,Male,1975-12-13,2025-08-04,4501,50,46-60,150,5.0,0.41,2025,3,August,Monday,0,VIP,4,0,0,0,0,1,10716.67,gmail.com
133,Vivaan,Modi,vivaan.modi133@gmail.com,9397508446,Female,1977-06-18,2021-01-31,2785,48,46-60,1796,59.9,4.92,2021,1,January,Sunday,1,VIP,4,0,0,0,0,0,564.91,gmail.com
134,Riya,Bhatt,riya.bhatt134@gmail.com,9510454645,Female,1980-10-19,2025-06-19,2303,45,36-45,196,6.5,0.54,2025,2,June,Thursday,0,VIP,4,0,0,1,0,1,4187.27,gmail.com
135,Aditya,Desai,aditya.desai135@gmail.com,9769119659,Female,1992-07-16,2022-01-16,4357,33,26-35,1446,48.2,3.96,2022,1,January,Sunday,1,VIP,4,0,0,1,0,0,1097.48,gmail.com
136,Priya,Shah,priya.shah136@gmail.com,9132794901,Male,1980-04-08,2025-05-22,2155,45,36-45,224,7.5,0.61,2025,2,May,Thursday,0,VIP,4,0,0,1,0,1,3475.81,gmail.com
137,Neha,Shah,neha.shah137@gmail.com,9584703354,Female,1977-01-27,2022-10-25,2063,48,46-60,1164,38.8,3.19,2022,4,October,Tuesday,0,VIP,4,0,0,0,0,0,644.69,gmail.com
138,Riya,Kapoor,riya.kapoor138@gmail.com,9493133694,Male,1978-04-17,2020-03-04,3219,47,46-60,2129,71.0,5.83,2020,1,March,Wednesday,0,VIP,4,0,0,0,1,0,551.2,gmail.com
139,Ananya,Desai,ananya.desai139@gmail.com,9416177207,Female,2003-09-16,2022-12-17,792,22,18-25,1111,37.0,3.04,2022,4,December,Saturday,1,High,3,0,1,0,0,0,259.67,gmail.com
140,Neha,Shah,neha.shah140@gmail.com,9430018982,Female,2005-12-01,2025-01-07,3657,20,18-25,359,12.0,0.98,2025,1,January,Tuesday,0,VIP,4,0,1,0,0,1,3693.94,gmail.com
141,Aarav,Mehta,aarav.mehta141@gmail.com,9417385243,Male,1999-11-01,2020-04-28,673,26,26-35,2074,69.1,5.68,2020,2,April,Tuesday,0,High,3,0,0,1,1,0,118.28,gmail.com
142,Riya,Joshi,riya.joshi142@gmail.com,9982629537,Male,1974-01-03,2024-11-28,2435,52,46-60,399,13.3,1.09,2024,4,November,Thursday,0,VIP,4,0,0,0,0,0,2213.64,gmail.com
143,Riya,Desai,riya.desai143@gmail.com,9630115242,Female,2002-03-04,2022-06-13,708,23,18-25,1298,43.3,3.56,2022,2,June,Monday,0,High,3,0,1,0,0,0,198.32,gmail.com
144,Arjun,Desai,arjun.desai144@gmail.com,9367150461,Female,1993-05-09,2021-01-07,3247,32,26-35,1820,60.7,4.99,2021,1,January,Thursday,0,VIP,4,0,0,1,0,0,649.4,gmail.com
145,Aditya,Bhatt,aditya.bhatt145@gmail.com,9401473751,Male,1983-01-06,2023-09-27,4639,43,36-45,827,27.6,2.27,2023,3,September,Wednesday,0,VIP,4,0,0,1,0,0,2034.65,gmail.com
146,Krishna,Joshi,krishna.joshi146@gmail.com,9474616695,Male,1971-05-27,2020-04-16,4271,54,46-60,2086,69.5,5.72,2020,2,April,Thursday,0,VIP,4,0,0,0,1,0,745.38,gmail.com
147,Priya,Modi,priya.modi147@gmail.com,9666417843,Male,1994-09-15,2021-06-16,2313,31,26-35,1660,55.3,4.55,2021,2,June,Wednesday,0,VIP,4,0,0,1,0,0,507.24,gmail.com
148,Krishna,Gupta,krishna.gupta148@gmail.com,9130059011,Male,1986-07-01,2023-07-30,367,39,36-45,886,29.5,2.43,2023,3,July,Sunday,1,Medium,2,0,0,1,0,0,150.41,gmail.com
149,Neha,Gupta,neha.gupta149@gmail.com,9674469780,Male,2001-06-01,2024-04-27,2970,24,18-25,614,20.5,1.68,2024,2,April,Saturday,1,VIP,4,0,1,0,0,0,1757.4,gmail.com
150,Riya,Bhatt,riya.bhatt150@gmail.com,9375992242,Female,2004-04-04,2021-09-20,673,21,18-25,1564,52.1,4.28,2021,3,September,Monday,0,High,3,0,1,0,0,0,156.88,gmail.com
151,Vivaan,Bhatt,vivaan.bhatt151@gmail.com,9459017680,Female,1973-06-21,2020-04-28,1800,52,46-60,2074,69.1,5.68,2020,2,April,Tuesday,0,VIP,4,0,0,0,1,0,316.34,gmail.com
152,Vivaan,Bhatt,vivaan.bhatt152@gmail.com,9676001542,Female,1999-01-11,2026-03-11,1132,26,26-35,-69,-2.3,-0.19,2026,1,March,Wednesday,0,VIP,4,0,0,1,0,1,-6288.89,gmail.com
153,Priya,Desai,priya.desai153@gmail.com,9843364673,Female,1988-07-28,2020-01-18,4724,37,36-45,2175,72.5,5.96,2020,1,January,Saturday,1,VIP,4,0,0,1,1,0,791.29,gmail.com
154,Krishna,Mehta,krishna.mehta154@gmail.com,9283570675,Female,2003-12-11,2023-02-17,4145,22,18-25,1049,35.0,2.87,2023,1,February,Friday,0,VIP,4,0,1,0,0,0,1439.24,gmail.com
155,Krishna,Patel,krishna.patel155@gmail.com,9636158508,Female,1985-03-05,2025-01-04,3601,40,36-45,362,12.1,0.99,2025,1,January,Saturday,1,VIP,4,0,0,1,0,1,3601.0,gmail.com
156,Arjun,Joshi,arjun.joshi156@gmail.com,9789948026,Female,1976-06-02,2020-02-09,2855,49,46-60,2153,71.8,5.9,2020,1,February,Sunday,1,VIP,4,0,0,0,1,0,483.08,gmail.com
157,Arjun,Trivedi,arjun.trivedi157@gmail.com,9989561357,Female,1986-08-05,2024-08-20,34,39,36-45,499,16.6,1.37,2024,3,August,Tuesday,0,Low,1,0,0,1,0,0,24.64,gmail.com
158,Riya,Gupta,riya.gupta158@gmail.com,9697421594,Male,1981-07-07,2025-03-01,4594,44,36-45,306,10.2,0.84,2025,1,March,Saturday,1,VIP,4,0,0,1,0,1,5404.71,gmail.com
159,Krishna,Trivedi,krishna.trivedi159@gmail.com,9296732416,Male,1998-08-01,2020-06-29,3667,27,26-35,2012,67.1,5.51,2020,2,June,Monday,0,VIP,4,0,0,1,1,0,664.31,gmail.com
160,Aarav,Kapoor,aarav.kapoor160@gmail.com,9515577692,Male,1981-02-20,2021-06-19,1207,44,36-45,1657,55.2,4.54,2021,2,June,Saturday,1,VIP,4,0,0,1,0,0,265.27,gmail.com
161,Ananya,Modi,ananya.modi161@gmail.com,9866726785,Male,1988-04-18,2020-06-29,2600,37,36-45,2012,67.1,5.51,2020,2,June,Monday,0,VIP,4,0,0,1,1,0,471.01,gmail.com
162,Krishna,Trivedi,krishna.trivedi162@gmail.com,9568823600,Male,1970-04-15,2023-04-30,1765,55,46-60,977,32.6,2.68,2023,2,April,Sunday,1,VIP,4,0,0,0,0,0,656.13,gmail.com
163,Krishna,Gupta,krishna.gupta163@gmail.com,9961469997,Male,1995-06-15,2021-07-30,2729,30,26-35,1616,53.9,4.43,2021,3,July,Friday,0,VIP,4,0,0,1,0,0,614.64,gmail.com
164,Aarav,Joshi,aarav.joshi164@gmail.com,9988686343,Female,1995-11-13,2023-06-22,1467,30,26-35,924,30.8,2.53,2023,2,June,Thursday,0,VIP,4,0,0,1,0,0,577.56,gmail.com
165,Priya,Shah,priya.shah165@gmail.com,9748030272,Male,1996-09-13,2020-01-07,55,29,26-35,2186,72.9,5.99,2020,1,January,Tuesday,0,Low,1,0,0,1,1,0,9.17,gmail.com
166,Riya,Desai,riya.desai166@gmail.com,9281286043,Male,2002-06-20,2024-12-20,3369,23,18-25,377,12.6,1.03,2024,4,December,Friday,0,VIP,4,0,1,0,0,0,3239.42,gmail.com
167,Neha,Shah,neha.shah167@gmail.com,9699849702,Female,1974-02-24,2024-02-17,1369,51,46-60,684,22.8,1.87,2024,1,February,Saturday,1,VIP,4,0,0,0,0,0,728.19,gmail.com
168,Arjun,Trivedi,arjun.trivedi168@gmail.com,9115273414,Female,1995-07-19,2024-05-23,1505,30,26-35,588,19.6,1.61,2024,2,May,Thursday,0,VIP,4,0,0,1,0,0,929.01,gmail.com
169,Krishna,Gupta,krishna.gupta169@gmail.com,9725119302,Male,1978-02-24,2024-01-15,2993,47,46-60,717,23.9,1.96,2024,1,January,Monday,0,VIP,4,0,0,0,0,0,1519.29,gmail.com
170,Vivaan,Patel,vivaan.patel170@gmail.com,9306712356,Male,1998-12-03,2020-07-18,3685,27,26-35,1993,66.4,5.46,2020,3,July,Saturday,1,VIP,4,0,0,1,1,0,673.67,gmail.com
171,Vivaan,Shah,vivaan.shah171@gmail.com,9685522273,Female,1972-11-09,2026-02-22,559,53,46-60,-52,-1.7,-0.14,2026,1,February,Sunday,1,High,3,0,0,0,0,1,-4300.0,gmail.com
172,Aditya,Patel,aditya.patel172@gmail.com,9983249017,Male,1990-07-01,2024-08-28,614,35,26-35,491,16.4,1.35,2024,3,August,Wednesday,0,High,3,0,0,1,0,0,451.47,gmail.com
173,Krishna,Gupta,krishna.gupta173@gmail.com,9915230760,Male,1972-04-02,2021-05-17,1861,53,46-60,1690,56.3,4.63,2021,2,May,Monday,0,VIP,4,0,0,0,0,0,401.08,gmail.com
174,Priya,Kapoor,priya.kapoor174@gmail.com,9849064050,Female,1998-12-15,2023-03-26,3515,27,26-35,1012,33.7,2.77,2023,1,March,Sunday,1,VIP,4,0,0,1,0,0,1264.39,gmail.com
175,Riya,Gupta,riya.gupta175@gmail.com,9254349934,Male,2001-07-07,2023-11-08,1486,24,18-25,785,26.2,2.15,2023,4,November,Wednesday,0,VIP,4,0,1,0,0,0,687.96,gmail.com
176,Aarav,Trivedi,aarav.trivedi176@gmail.com,9449447992,Female,1987-10-21,2025-10-19,4386,38,36-45,74,2.5,0.2,2025,4,October,Sunday,1,VIP,4,0,0,1,0,1,20885.71,gmail.com
177,Priya,Mehta,priya.mehta177@gmail.com,9490114987,Female,1979-12-02,2022-04-18,2395,46,46-60,1354,45.1,3.71,2022,2,April,Monday,0,VIP,4,0,0,0,0,0,643.82,gmail.com
178,Diya,Modi,diya.modi178@gmail.com,9166948041,Male,1988-07-26,2024-12-08,4934,37,36-45,389,13.0,1.07,2024,4,December,Sunday,1,VIP,4,0,0,1,0,0,4568.52,gmail.com
179,Vivaan,Patel,vivaan.patel179@gmail.com,9886913798,Female,2002-09-24,2023-01-31,65,23,18-25,1066,35.5,2.92,2023,1,January,Tuesday,0,Low,1,0,1,0,0,0,22.18,gmail.com
180,Ananya,Kapoor,ananya.kapoor180@gmail.com,9590137619,Male,1984-02-10,2025-01-23,3402,41,36-45,343,11.4,0.94,2025,1,January,Thursday,0,VIP,4,0,0,1,0,1,3581.05,gmail.com
181,Vivaan,Gupta,vivaan.gupta181@gmail.com,9675423027,Female,1987-08-23,2020-03-04,1104,38,36-45,2129,71.0,5.83,2020,1,March,Wednesday,0,VIP,4,0,0,1,1,0,189.04,gmail.com
182,Vivaan,Shah,vivaan.shah182@gmail.com,9472714830,Male,1982-06-02,2021-06-17,3539,43,36-45,1659,55.3,4.55,2021,2,June,Thursday,0,VIP,4,0,0,1,0,0,776.1,gmail.com
183,Krishna,Modi,krishna.modi183@gmail.com,9744905780,Male,1980-02-02,2025-07-08,4466,45,36-45,177,5.9,0.48,2025,3,July,Tuesday,0,VIP,4,0,0,1,0,1,9114.29,gmail.com
184,Aarav,Bhatt,aarav.bhatt184@gmail.com,9576754125,Female,2005-02-14,2023-11-23,4960,20,18-25,770,25.7,2.11,2023,4,November,Thursday,0,VIP,4,0,1,0,0,0,2339.62,gmail.com
185,Diya,Trivedi,diya.trivedi185@gmail.com,9950924552,Male,1984-10-15,2023-09-22,119,41,36-45,832,27.7,2.28,2023,3,September,Friday,0,Medium,2,0,0,1,0,0,51.97,gmail.com
186,Arjun,Gupta,arjun.gupta186@gmail.com,9994983562,Female,1976-03-25,2022-03-31,1617,49,46-60,1372,45.7,3.76,2022,1,March,Thursday,0,VIP,4,0,0,0,0,0,428.91,gmail.com
187,Aditya,Shah,aditya.shah187@gmail.com,9668759026,Male,1988-01-14,2023-04-01,1164,37,36-45,1006,33.5,2.76,2023,2,April,Saturday,1,VIP,4,0,0,1,0,0,420.22,gmail.com
188,Neha,Bhatt,neha.bhatt188@gmail.com,9866301693,Female,1991-04-01,2024-05-15,3238,34,26-35,596,19.9,1.63,2024,2,May,Wednesday,0,VIP,4,0,0,1,0,0,1974.39,gmail.com
189,Riya,Gupta,riya.gupta189@gmail.com,9182385645,Male,1990-07-05,2023-02-12,1734,35,26-35,1054,35.1,2.89,2023,1,February,Sunday,1,VIP,4,0,0,1,0,0,597.93,gmail.com
190,Aditya,Gupta,aditya.gupta190@gmail.com,9352939569,Male,1999-10-12,2026-03-29,267,26,26-35,-87,-2.9,-0.24,2026,1,March,Sunday,1,Medium,2,0,0,1,0,1,-1160.87,gmail.com
191,Krishna,Desai,krishna.desai191@gmail.com,9547241466,Female,1999-02-12,2021-06-24,3885,26,26-35,1652,55.1,4.53,2021,2,June,Thursday,0,VIP,4,0,0,1,0,0,855.73,gmail.com
192,Riya,Gupta,riya.gupta192@gmail.com,9402050543,Male,1983-08-21,2021-06-05,2047,42,36-45,1671,55.7,4.58,2021,2,June,Saturday,1,VIP,4,0,0,1,0,0,445.97,gmail.com
193,Ananya,Shah,ananya.shah193@gmail.com,9442611588,Male,1990-06-21,2025-01-02,299,35,26-35,364,12.1,1.0,2025,1,January,Thursday,0,Medium,2,0,0,1,0,1,296.04,gmail.com
194,Vivaan,Modi,vivaan.modi194@gmail.com,9119485627,Male,1974-08-28,2021-01-07,2832,51,46-60,1820,60.7,4.99,2021,1,January,Thursday,0,VIP,4,0,0,0,0,0,566.4,gmail.com
195,Aarav,Trivedi,aarav.trivedi195@gmail.com,9801189772,Female,1976-02-04,2023-12-04,4782,49,46-60,759,25.3,2.08,2023,4,December,Monday,0,VIP,4,0,0,0,0,0,2288.04,gmail.com
196,Neha,Desai,neha.desai196@gmail.com,9473808665,Female,1976-07-15,2022-01-09,739,49,46-60,1453,48.4,3.98,2022,1,January,Sunday,1,High,3,0,0,0,0,0,185.21,gmail.com
197,Ananya,Kapoor,ananya.kapoor197@gmail.com,9995603676,Male,1986-01-02,2020-12-26,2711,40,36-45,1832,61.1,5.02,2020,4,December,Saturday,1,VIP,4,0,0,1,1,0,538.97,gmail.com
198,Ananya,Bhatt,ananya.bhatt198@gmail.com,9611022644,Female,1990-10-11,2022-03-08,878,35,26-35,1395,46.5,3.82,2022,1,March,Tuesday,0,High,3,0,0,1,0,0,229.24,gmail.com
199,Arjun,Joshi,arjun.joshi199@gmail.com,9522139022,Male,1983-11-17,2022-03-08,1591,42,36-45,1395,46.5,3.82,2022,1,March,Tuesday,0,VIP,4,0,0,1,0,0,415.4,gmail.com
200,Aditya,Mehta,aditya.mehta200@gmail.com,9105034172,Male,1992-04-23,2020-03-03,4713,33,26-35,2130,71.0,5.84,2020,1,March,Tuesday,0,VIP,4,0,0,1,1,0,805.64,gmail.com
201,Aditya,Kapoor,aditya.kapoor201@gmail.com,9474028392,Female,1979-11-11,2025-10-21,1542,46,46-60,72,2.4,0.2,2025,4,October,Tuesday,0,VIP,4,0,0,0,0,1,7342.86,gmail.com
202,Arjun,Desai,arjun.desai202@gmail.com,9744465625,Male,1987-09-24,2021-01-20,1210,38,36-45,1807,60.2,4.95,2021,1,January,Wednesday,0,VIP,4,0,0,1,0,0,243.95,gmail.com
203,Aarav,Mehta,aarav.mehta203@gmail.com,9630173238,Male,1981-05-05,2020-08-01,3916,44,36-45,1979,66.0,5.42,2020,3,August,Saturday,1,VIP,4,0,0,1,1,0,721.18,gmail.com
204,Arjun,Shah,arjun.shah204@gmail.com,9422428755,Female,2001-05-05,2024-12-03,4021,24,18-25,394,13.1,1.08,2024,4,December,Tuesday,0,VIP,4,0,1,0,0,0,3688.99,gmail.com
205,Neha,Modi,neha.modi205@gmail.com,9546818409,Male,1985-03-06,2020-08-11,1086,40,36-45,1969,65.6,5.39,2020,3,August,Tuesday,0,VIP,4,0,0,1,1,0,201.11,gmail.com
206,Diya,Shah,diya.shah206@gmail.com,9465585487,Male,2003-11-23,2023-08-28,255,22,18-25,857,28.6,2.35,2023,3,August,Monday,0,Medium,2,0,1,0,0,0,108.05,gmail.com
207,Neha,Bhatt,neha.bhatt207@gmail.com,9311555053,Female,1998-05-12,2025-12-04,3274,27,26-35,28,0.9,0.08,2025,4,December,Thursday,0,VIP,4,0,0,1,0,1,36377.78,gmail.com
208,Arjun,Kapoor,arjun.kapoor208@gmail.com,9711844944,Male,1994-08-22,2025-12-31,2592,31,26-35,1,0.0,0.0,2025,4,December,Wednesday,0,VIP,4,0,0,1,0,1,259200.0,gmail.com
209,Priya,Joshi,priya.joshi209@gmail.com,9349810054,Male,1974-10-01,2021-06-07,2313,51,46-60,1669,55.6,4.57,2021,2,June,Monday,0,VIP,4,0,0,0,0,0,505.02,gmail.com
210,Aarav,Modi,aarav.modi210@gmail.com,9721012909,Male,1999-08-28,2025-04-23,2953,26,26-35,253,8.4,0.69,2025,2,April,Wednesday,0,VIP,4,0,0,1,0,1,4218.57,gmail.com
211,Krishna,Bhatt,krishna.bhatt211@gmail.com,9243075366,Male,1979-03-11,2021-04-05,4318,46,46-60,1732,57.7,4.75,2021,2,April,Monday,0,VIP,4,0,0,0,0,0,907.14,gmail.com
212,Diya,Patel,diya.patel212@gmail.com,9849762401,Female,1987-01-08,2026-01-11,3580,39,36-45,-10,-0.3,-0.03,2026,1,January,Sunday,1,VIP,4,0,0,1,0,1,-179000.0,gmail.com
213,Aditya,Joshi,aditya.joshi213@gmail.com,9646106250,Female,1980-07-23,2021-12-06,4080,45,36-45,1487,49.6,4.07,2021,4,December,Monday,0,VIP,4,0,0,1,0,0,1000.0,gmail.com
214,Aditya,Patel,aditya.patel214@gmail.com,9228085041,Female,1981-07-15,2025-03-08,2434,44,36-45,299,10.0,0.82,2025,1,March,Saturday,1,VIP,4,0,0,1,0,1,2932.53,gmail.com
215,Diya,Joshi,diya.joshi215@gmail.com,9735125111,Male,1972-03-04,2024-10-03,2861,53,46-60,455,15.2,1.25,2024,4,October,Thursday,0,VIP,4,0,0,0,0,0,2270.63,gmail.com
216,Priya,Kapoor,priya.kapoor216@gmail.com,9745803677,Female,1984-12-27,2022-02-17,4127,41,36-45,1414,47.1,3.87,2022,1,February,Thursday,0,VIP,4,0,0,1,0,0,1063.66,gmail.com
217,Krishna,Kapoor,krishna.kapoor217@gmail.com,9526798105,Female,1992-05-03,2021-01-21,1720,33,26-35,1806,60.2,4.95,2021,1,January,Thursday,0,VIP,4,0,0,1,0,0,346.77,gmail.com
218,Riya,Joshi,riya.joshi218@gmail.com,9632249758,Female,1979-08-09,2024-08-17,1459,46,46-60,502,16.7,1.38,2024,3,August,Saturday,1,VIP,4,0,0,0,0,0,1049.64,gmail.com
219,Aditya,Modi,aditya.modi219@gmail.com,9627137027,Female,1987-09-28,2020-04-06,146,38,36-45,2096,69.9,5.74,2020,2,April,Monday,0,Medium,2,0,0,1,1,0,25.39,gmail.com
220,Krishna,Joshi,krishna.joshi220@gmail.com,9214407007,Male,1970-03-26,2020-06-30,1739,55,46-60,2011,67.0,5.51,2020,2,June,Tuesday,0,VIP,4,0,0,0,1,0,315.04,gmail.com
221,Aarav,Modi,aarav.modi221@gmail.com,9549741273,Male,1996-08-15,2020-08-04,3561,29,26-35,1976,65.9,5.41,2020,3,August,Tuesday,0,VIP,4,0,0,1,1,0,657.01,gmail.com
222,Aarav,Shah,aarav.shah222@gmail.com,9148103199,Female,1994-07-22,2024-07-19,4068,31,26-35,531,17.7,1.45,2024,3,July,Friday,0,VIP,4,0,0,1,0,0,2786.3,gmail.com
223,Aditya,Gupta,aditya.gupta223@gmail.com,9522200129,Male,1997-08-11,2022-03-03,292,28,26-35,1400,46.7,3.84,2022,1,March,Thursday,0,Medium,2,0,0,1,0,0,75.84,gmail.com
224,Arjun,Patel,arjun.patel224@gmail.com,9309682906,Male,1974-08-18,2024-04-02,1555,51,46-60,639,21.3,1.75,2024,2,April,Tuesday,0,VIP,4,0,0,0,0,0,883.52,gmail.com
225,Ananya,Mehta,ananya.mehta225@gmail.com,9438192943,Female,1977-03-18,2021-12-14,1445,48,46-60,1479,49.3,4.05,2021,4,December,Tuesday,0,VIP,4,0,0,0,0,0,355.91,gmail.com
226,Neha,Desai,neha.desai226@gmail.com,9759752794,Male,1999-09-26,2023-09-27,250,26,26-35,827,27.6,2.27,2023,3,September,Wednesday,0,Medium,2,0,0,1,0,0,109.65,gmail.com
227,Neha,Shah,neha.shah227@gmail.com,9429277191,Male,1994-07-23,2021-04-02,4397,31,26-35,1735,57.8,4.75,2021,2,April,Friday,0,VIP,4,0,0,1,0,0,923.74,gmail.com
228,Neha,Desai,neha.desai228@gmail.com,9833935927,Male,1989-03-27,2022-06-20,4993,36,36-45,1291,43.0,3.54,2022,2,June,Monday,0,VIP,4,0,0,1,0,0,1406.48,gmail.com
229,Aarav,Kapoor,aarav.kapoor229@gmail.com,9806655512,Male,1982-10-08,2020-06-24,2926,43,36-45,2017,67.2,5.53,2020,2,June,Wednesday,0,VIP,4,0,0,1,1,0,528.16,gmail.com
230,Neha,Mehta,neha.mehta230@gmail.com,9997863624,Male,1977-02-22,2022-03-24,4706,48,46-60,1379,46.0,3.78,2022,1,March,Thursday,0,VIP,4,0,0,0,0,0,1241.69,gmail.com
231,Riya,Kapoor,riya.kapoor231@gmail.com,9661440216,Female,1976-11-08,2025-02-25,2672,49,46-60,310,10.3,0.85,2025,1,February,Tuesday,0,VIP,4,0,0,0,0,1,3106.98,gmail.com
232,Krishna,Bhatt,krishna.bhatt232@gmail.com,9415627100,Male,2002-03-21,2023-05-19,4320,23,18-25,958,31.9,2.62,2023,2,May,Friday,0,VIP,4,0,1,0,0,0,1642.59,gmail.com
233,Neha,Desai,neha.desai233@gmail.com,9583142920,Female,1984-11-13,2024-06-05,1866,41,36-45,575,19.2,1.58,2024,2,June,Wednesday,0,VIP,4,0,0,1,0,0,1173.58,gmail.com
234,Vivaan,Mehta,vivaan.mehta234@gmail.com,9625649681,Female,1999-01-14,2025-11-01,615,26,26-35,61,2.0,0.17,2025,4,November,Saturday,1,High,3,0,0,1,0,1,3416.67,gmail.com
235,Vivaan,Mehta,vivaan.mehta235@gmail.com,9898173093,Male,1989-07-24,2024-01-24,530,36,36-45,708,23.6,1.94,2024,1,January,Wednesday,0,High,3,0,0,1,0,0,271.79,gmail.com
236,Aarav,Mehta,aarav.mehta236@gmail.com,9424388803,Male,1998-03-06,2025-06-21,3671,27,26-35,194,6.5,0.53,2025,2,June,Saturday,1,VIP,4,0,0,1,0,1,6798.15,gmail.com
237,Aarav,Trivedi,aarav.trivedi237@gmail.com,9394840965,Male,1985-01-15,2022-06-15,1390,40,36-45,1296,43.2,3.55,2022,2,June,Wednesday,0,VIP,4,0,0,1,0,0,390.45,gmail.com
238,Aarav,Bhatt,aarav.bhatt238@gmail.com,9727565386,Female,1975-09-03,2025-05-22,2674,50,46-60,224,7.5,0.61,2025,2,May,Thursday,0,VIP,4,0,0,0,0,1,4312.9,gmail.com
239,Diya,Trivedi,diya.trivedi239@gmail.com,9574765764,Female,1976-05-01,2025-03-05,4257,49,46-60,302,10.1,0.83,2025,1,March,Wednesday,0,VIP,4,0,0,0,0,1,5067.86,gmail.com
240,Vivaan,Modi,vivaan.modi240@gmail.com,9275608502,Male,1981-10-16,2023-11-11,4091,44,36-45,782,26.1,2.14,2023,4,November,Saturday,1,VIP,4,0,0,1,0,0,1902.79,gmail.com
241,Aditya,Trivedi,aditya.trivedi241@gmail.com,9754787376,Male,1990-09-20,2021-01-15,1096,35,26-35,1812,60.4,4.96,2021,1,January,Friday,0,VIP,4,0,0,1,0,0,220.52,gmail.com
242,Ananya,Gupta,ananya.gupta242@gmail.com,9408575869,Female,1987-05-19,2023-04-09,1569,38,36-45,998,33.3,2.73,2023,2,April,Sunday,1,VIP,4,0,0,1,0,0,572.63,gmail.com
243,Riya,Bhatt,riya.bhatt243@gmail.com,9803982116,Male,1987-12-17,2021-01-27,884,38,36-45,1800,60.0,4.93,2021,1,January,Wednesday,0,High,3,0,0,1,0,0,178.95,gmail.com
244,Aditya,Kapoor,aditya.kapoor244@gmail.com,9366361729,Male,1980-04-23,2025-11-02,4410,45,36-45,60,2.0,0.16,2025,4,November,Sunday,1,VIP,4,0,0,1,0,1,25941.18,gmail.com
245,Neha,Modi,neha.modi245@gmail.com,9676948595,Female,1970-12-04,2024-03-11,4450,55,46-60,661,22.0,1.81,2024,1,March,Monday,0,VIP,4,0,0,0,0,0,2445.05,gmail.com
246,Krishna,Joshi,krishna.joshi246@gmail.com,9939089612,Female,1991-07-14,2023-08-12,3523,34,26-35,873,29.1,2.39,2023,3,August,Saturday,1,VIP,4,0,0,1,0,0,1467.92,gmail.com
247,Vivaan,Modi,vivaan.modi247@gmail.com,9298581907,Female,1994-02-20,2022-02-09,2118,31,26-35,1422,47.4,3.9,2022,1,February,Wednesday,0,VIP,4,0,0,1,0,0,541.69,gmail.com
248,Arjun,Trivedi,arjun.trivedi248@gmail.com,9505373876,Male,1983-07-16,2021-07-04,1261,42,36-45,1642,54.7,4.5,2021,3,July,Sunday,1,VIP,4,0,0,1,0,0,279.6,gmail.com
249,Priya,Patel,priya.patel249@gmail.com,9970258518,Female,1985-03-26,2024-12-11,139,40,36-45,386,12.9,1.06,2024,4,December,Wednesday,0,Medium,2,0,0,1,0,0,129.91,gmail.com
250,Ananya,Trivedi,ananya.trivedi250@gmail.com,9121973929,Female,1983-06-01,2020-08-06,802,42,36-45,1974,65.8,5.41,2020,3,August,Thursday,0,High,3,0,0,1,1,0,147.97,gmail.com
251,Vivaan,Desai,vivaan.desai251@gmail.com,9148108347,Male,1970-03-14,2023-02-07,3486,55,46-60,1059,35.3,2.9,2023,1,February,Tuesday,0,VIP,4,0,0,0,0,0,1197.94,gmail.com
252,Priya,Desai,priya.desai252@gmail.com,9678488201,Female,1992-03-22,2023-06-10,2707,33,26-35,936,31.2,2.56,2023,2,June,Saturday,1,VIP,4,0,0,1,0,0,1053.31,gmail.com
253,Diya,Modi,diya.modi253@gmail.com,9115664131,Male,1978-06-25,2024-03-17,4024,47,46-60,655,21.8,1.79,2024,1,March,Sunday,1,VIP,4,0,0,0,0,0,2235.56,gmail.com
254,Ananya,Patel,ananya.patel254@gmail.com,9548605014,Male,1989-01-24,2024-02-26,1646,36,36-45,675,22.5,1.85,2024,1,February,Monday,0,VIP,4,0,0,1,0,0,884.95,gmail.com
